business_postal_code,inspection_score,inspection_type,violation_description,risk_category
94102,81.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94110,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94107,,New Ownership,,
94107,,Non-inspection site visit,,
94118,,New Ownership,,
94104,,Reinspection/Followup,,
94114,89.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94116,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94121,100.0,Routine - Unscheduled,,
94118,86.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94105,,New Construction,,
94123,83.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94109,80.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94102,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94117,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94103,82.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94117,,Complaint,,
94109,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94109,98.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94103,82.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94118,83.0,Routine - Unscheduled,Other low risk violation,Low Risk
94133,98.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94122,,Complaint,Improper thawing methods,Moderate Risk
94118,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,85.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94124,78.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94134,85.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94116,,New Ownership,,
94132,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94133,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94133,,New Construction,,
94121,96.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94121,,Complaint,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,100.0,Routine - Unscheduled,,
94108,,Complaint,,
94133,,Complaint,,
94102,,Reinspection/Followup,,
94112,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94102,98.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94122,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94107,80.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94124,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94110,92.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94114,,Non-inspection site visit,,
94105,88.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,,New Construction,,
94121,90.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94103,,Structural Inspection,,
94124,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,80.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94116,75.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94102,88.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94122,75.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94121,72.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94158,,New Ownership - Followup,,
94122,87.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94112,79.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94109,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94107,,Reinspection/Followup,,
94114,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94122,82.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94107,54.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94105,,New Ownership - Followup,,
94133,93.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94115,,Non-inspection site visit,,
94103,,Reinspection/Followup,,
94116,,New Ownership,Inadequate and inaccessible handwashing facilities,Moderate Risk
94124,86.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94110,72.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94115,84.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94105,,Reinspection/Followup,,
94117,77.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94107,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,68.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94104,,Reinspection/Followup,,
94111,,New Ownership,Moderate risk food holding temperature,Moderate Risk
94111,88.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94118,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94110,72.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94111,85.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94110,,New Ownership - Followup,,
94122,,Foodborne Illness Investigation,Unclean hands or improper use of gloves,High Risk
94102,,Complaint,,
94111,81.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94102,,Complaint,,
94133,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94103,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94118,87.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94110,,New Ownership - Followup,,
94110,91.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,,Complaint,,
94102,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94103,,New Ownership,,
94109,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94109,,Complaint,,
94112,,Reinspection/Followup,Moderate risk food holding temperature,Moderate Risk
94110,74.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94107,,Reinspection/Followup,,
94112,,Complaint,,
94109,85.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,91.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94121,,Reinspection/Followup,,
94103,71.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94111,,Reinspection/Followup,,
94109,90.0,Routine - Unscheduled,Improper food storage,Low Risk
94102,87.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94102,83.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94133,,New Ownership - Followup,,
94104,88.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94105,98.0,Routine - Unscheduled,Unpermitted food facility,Low Risk
94110,72.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94133,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94123,,New Ownership - Followup,,
94111,85.0,Routine - Unscheduled,Improper cooling methods,High Risk
94110,,New Ownership,,
94102,,Reinspection/Followup,,
94102,84.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94110,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94105,,New Construction,Improper food storage,Low Risk
94118,81.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94110,72.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk
94122,71.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94110,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94121,,Reinspection/Followup,,
94122,69.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94118,88.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94115,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94114,100.0,Routine - Unscheduled,,
94114,83.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94121,89.0,Routine - Unscheduled,Improper cooling methods,High Risk
94109,90.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94105,,Complaint,Moderate risk food holding temperature,Moderate Risk
94114,,New Ownership,Inadequate and inaccessible handwashing facilities,Moderate Risk
94103,84.0,Routine - Unscheduled,Inadequate sewage or wastewater disposal,Moderate Risk
94103,91.0,Routine - Unscheduled,Improper cooling methods,High Risk
94118,75.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94132,100.0,Routine - Unscheduled,,
94102,74.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94102,81.0,Routine - Unscheduled,High risk vermin infestation,High Risk
94107,100.0,Routine - Unscheduled,,
94118,,Reinspection/Followup,,
94103,,Complaint,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,79.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94102,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94110,85.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,72.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94109,,New Ownership - Followup,,
94107,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,100.0,Routine - Unscheduled,,
94108,78.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94114,,Reinspection/Followup,,
94103,87.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk
94112,82.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94110,78.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94110,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94107,87.0,Routine - Unscheduled,Improper food storage,Low Risk
94104,92.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94103,,Reinspection/Followup,,
94112,83.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,,Reinspection/Followup,,
94132,74.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94132,,Reinspection/Followup,,
94133,75.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94107,,Reinspection/Followup,,
94111,87.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94117,,Complaint,,
94109,,New Construction,,
94105,98.0,Routine - Unscheduled,Other low risk violation,Low Risk
94124,100.0,Routine - Unscheduled,,
94108,94.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94110,,Reinspection/Followup,,
94103,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,,Reinspection/Followup,,
94116,,New Ownership,,
94109,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94110,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94103,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94110,85.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,100.0,Routine - Unscheduled,,
94133,,Reinspection/Followup,,
94107,100.0,Routine - Unscheduled,,
94114,96.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94110,,Reinspection/Followup,,
94110,84.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,100.0,Routine - Unscheduled,,
94118,96.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94103,87.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94105,,New Ownership,,
94121,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94121,88.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94102,92.0,Routine - Unscheduled,,
94102,,New Ownership,,
94107,68.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk
94134,,Reinspection/Followup,Unclean hands or improper use of gloves,High Risk
94121,77.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94108,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94118,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94118,,New Ownership,,
94115,,Complaint,,
94107,100.0,Routine - Unscheduled,,
94118,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94102,,Reinspection/Followup,,
94102,88.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94112,,Complaint,,
94121,88.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94107,,Complaint,,
94117,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94131,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94108,,Reinspection/Followup,,
94134,85.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94118,,Reinspection/Followup,,
94132,,Complaint,,
94114,,Non-inspection site visit,,
94107,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94103,72.0,Routine - Unscheduled,Improper cooling methods,High Risk
94121,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94133,,Reinspection/Followup,,
94132,,New Ownership,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94132,74.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94133,87.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94108,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94115,91.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,92.0,Routine - Unscheduled,Improper food storage,Low Risk
